date,country,countryCode,province,city,confirmed,suspected,cured,dead,Days,net_confirmed
2020-02-06,中国,CN,Hebei Province,Langfang,15,0,4,0,60,11
2020-02-06,中国,CN,Hebei Province,Hengshui,7,1,0,0,60,7
2020-02-06,中国,CN,Shanxi Province,,96,54,12,0,60,84
2020-02-06,中国,CN,Shanxi Province,Taiyuan,11,0,1,0,60,10
2020-02-06,中国,CN,Shanxi Province,Datong,9,0,0,0,60,9
2020-02-06,中国,CN,Shanxi Province,Yangquan,4,0,0,0,60,4
2020-02-06,中国,CN,Shanxi Province,Changzhi,5,0,0,0,60,5
2020-02-06,中国,CN,Shanxi Province,Jincheng,8,0,0,0,60,8
2020-02-06,中国,CN,Shanxi Province,Shuozhou,4,0,0,0,60,4
2020-02-06,中国,CN,Shanxi Province,Jinzhong,27,0,2,0,60,25
2020-02-06,中国,CN,Shanxi Province,Yuncheng,17,0,1,0,60,16
2020-02-06,中国,CN,Shanxi Province,Xinzhou,3,0,0,0,60,3
2020-02-06,中国,CN,Shanxi Province,Linfen,2,0,1,0,60,1
2020-02-06,中国,CN,Shanxi Province,Luliang,6,0,1,0,60,5
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,,50,9,0,0,60,50
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Hohhot,7,0,0,0,60,7
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Baotou,9,1,0,0,60,9
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Wuhai,2,1,0,0,60,2
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Chifeng,4,2,0,0,60,4
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Tongliao,2,0,0,0,60,2
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Erdos,11,0,0,0,60,11
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Hulunbeier,5,1,0,0,60,5
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Bayannaoer,4,3,0,0,60,4
2020-02-06,中国,CN,Inner Mongolia Autonomous Region,Wulanchabu,3,0,0,0,60,3
2020-02-06,中国,CN,Liaoning Province,,95,0,6,0,60,89
2020-02-06,中国,CN,Liaoning Province,Shenyang,24,0,0,0,60,24
2020-02-06,中国,CN,Liaoning Province,Dalian,14,0,0,0,60,14
2020-02-06,中国,CN,Liaoning Province,Anshan,3,0,0,0,60,3
2020-02-06,中国,CN,Liaoning Province,Benxi,3,0,0,0,60,3
2020-02-06,中国,CN,Liaoning Province,Dandong,7,0,0,0,60,7
2020-02-06,中国,CN,Liaoning Province,Jinzhou,7,0,0,0,60,7
2020-02-06,中国,CN,Liaoning Province,Yingkou,1,0,0,0,60,1
2020-02-06,中国,CN,Liaoning Province,Fuxin,7,0,0,0,60,7
2020-02-06,中国,CN,Liaoning Province,Liaoyang,2,0,0,0,60,2
2020-02-06,中国,CN,Liaoning Province,Panjin,11,0,0,0,60,11
2020-02-06,中国,CN,Liaoning Province,Tieling,3,0,0,0,60,3
2020-02-06,中国,CN,Liaoning Province,Sunny,6,0,0,0,60,6
2020-02-06,中国,CN,Liaoning Province,Huludao,7,0,0,0,60,7
2020-02-06,中国,CN,Jilin Province,,65,71,4,1,60,60
2020-02-06,中国,CN,Jilin Province,Changchun,31,0,1,0,60,30
2020-02-06,中国,CN,Jilin Province,Jilin,3,0,2,0,60,1
2020-02-06,中国,CN,Jilin Province,Siping,9,0,0,1,60,8
2020-02-06,中国,CN,Jilin Province,Gongzhuling,3,0,1,0,60,2
2020-02-06,中国,CN,Jilin Province,Liaoyuan,5,0,0,0,60,5
2020-02-06,中国,CN,Jilin Province,Tonghua,2,0,0,0,60,2
2020-02-06,中国,CN,Jilin Province,Matsubara,2,0,0,0,60,2
2020-02-06,中国,CN,Jilin Province,Baicheng,0,0,0,0,60,0
2020-02-06,中国,CN,Heilongjiang Province,,277,210,8,3,60,266
2020-02-06,中国,CN,Heilongjiang Province,Harbin,94,0,6,0,60,88
2020-02-06,中国,CN,Heilongjiang Province,Qiqihar,27,0,0,0,60,27
2020-02-06,中国,CN,Heilongjiang Province,Jixi,29,0,0,0,60,29
2020-02-06,中国,CN,Heilongjiang Province,Hegang,2,0,0,0,60,2
2020-02-06,中国,CN,Heilongjiang Province,Shuangyashan,36,0,1,0,60,35
2020-02-06,中国,CN,Heilongjiang Province,Daqing,13,0,0,1,60,12
2020-02-06,中国,CN,Heilongjiang Province,Jiamusi,13,0,1,0,60,12
2020-02-06,中国,CN,Heilongjiang Province,Qitaihe,10,0,0,0,60,10
2020-02-06,中国,CN,Heilongjiang Province,Mudanjiang,11,0,0,0,60,11
2020-02-06,中国,CN,Heilongjiang Province,Heihe,1,0,0,0,60,1
2020-02-06,中国,CN,Heilongjiang Province,Suihua,39,0,0,2,60,37
2020-02-06,中国,CN,Shanghai,,269,166,25,1,60,243
2020-02-06,中国,CN,Jiangsu Province,,408,0,38,0,60,370
2020-02-06,中国,CN,Jiangsu Province,Nanjing,57,0,13,0,60,44
2020-02-06,中国,CN,Jiangsu Province,Wuxi,31,0,1,0,60,30
2020-02-06,中国,CN,Jiangsu Province,Xuzhou,49,0,3,0,60,46
2020-02-06,中国,CN,Jiangsu Province,Changzhou,29,0,5,0,60,24
2020-02-06,中国,CN,Jiangsu Province,Suzhou,69,0,4,0,60,65
2020-02-06,中国,CN,Jiangsu Province,Nantong,29,0,2,0,60,27
2020-02-06,中国,CN,Jiangsu Province,Lianyungang,24,0,2,0,60,22
2020-02-06,中国,CN,Jiangsu Province,Huaian,37,0,2,0,60,35
2020-02-06,中国,CN,Jiangsu Province,Yancheng,16,0,3,0,60,13
2020-02-06,中国,CN,Jiangsu Province,Yangzhou,17,0,0,0,60,17
2020-02-06,中国,CN,Jiangsu Province,Zhenjiang,9,0,0,0,60,9
2020-02-06,中国,CN,Jiangsu Province,Taizhou,29,0,3,0,60,26
2020-02-06,中国,CN,Jiangsu Province,Suqian,12,0,0,0,60,12
2020-02-06,中国,CN,Zhejiang Province,,1006,0,98,0,60,908
2020-02-06,中国,CN,Zhejiang Province,Hangzhou,156,0,16,0,60,140
2020-02-06,中国,CN,Zhejiang Province,Ningbo,136,0,9,0,60,127
2020-02-06,中国,CN,Zhejiang Province,Wenzhou,421,0,36,0,60,385
2020-02-06,中国,CN,Zhejiang Province,Jiaxing,35,0,1,0,60,34
2020-02-06,中国,CN,Zhejiang Province,Huzhou,9,0,1,0,60,8
2020-02-06,中国,CN,Zhejiang Province,Shaoxing,34,0,3,0,60,31
2020-02-06,中国,CN,Zhejiang Province,Jinhua,48,0,9,0,60,39
2020-02-06,中国,CN,Zhejiang Province,Quzhou,15,0,2,0,60,13
2020-02-06,中国,CN,Zhejiang Province,Zhoushan,7,0,4,0,60,3
2020-02-06,中国,CN,Zhejiang Province,Taizhou,129,0,14,0,60,115
2020-02-06,中国,CN,Zhejiang Province,Lishui,16,0,3,0,60,13
2020-02-06,中国,CN,Anhui Province,,665,0,34,0,60,631
2020-02-06,中国,CN,Anhui Province,Hefei,115,13,7,0,60,108
2020-02-06,中国,CN,Anhui Province,Wuhu,27,2,2,0,60,25
2020-02-06,中国,CN,Anhui Province,Bengbu,88,13,0,0,60,88
2020-02-06,中国,CN,Anhui Province,Huainan,14,7,2,0,60,12
2020-02-06,中国,CN,Anhui Province,Ma'anshan,30,1,0,0,60,30
2020-02-06,中国,CN,Anhui Province,Huaibei,22,2,0,0,60,22
2020-02-06,中国,CN,Anhui Province,Tongling,22,1,2,0,60,20
2020-02-06,中国,CN,Anhui Province,Anqing,66,13,3,0,60,63
2020-02-06,中国,CN,Anhui Province,Huangshan,9,0,0,0,60,9
2020-02-06,中国,CN,Anhui Province,Chuzhou,11,0,2,0,60,9
2020-02-06,中国,CN,Anhui Province,Fuyang,105,2,7,0,60,98
2020-02-06,中国,CN,Anhui Province,Suzhou,27,1,0,0,60,27
2020-02-06,中国,CN,Anhui Province,Lu'an,41,23,1,0,60,40
2020-02-06,中国,CN,Anhui Province,Bozhou,72,0,5,0,60,67
2020-02-06,中国,CN,Anhui Province,Chizhou,11,0,1,0,60,10
2020-02-06,中国,CN,Anhui Province,Xuancheng,5,0,2,0,60,3
2020-02-06,中国,CN,Fujian Province,,224,94,15,0,60,209
2020-02-06,中国,CN,Fujian Province,Fuzhou,57,27,0,0,60,57
2020-02-06,中国,CN,Fujian Province,Xiamen,23,13,0,0,60,23
2020-02-06,中国,CN,Fujian Province,Putian,44,15,0,0,60,44
2020-02-06,中国,CN,Fujian Province,Sanming,12,4,0,0,60,12
2020-02-06,中国,CN,Fujian Province,Quanzhou,40,7,0,0,60,40
2020-02-06,中国,CN,Fujian Province,Zhangzhou,16,5,0,0,60,16
2020-02-06,中国,CN,Fujian Province,Nanping,12,3,0,0,60,12
2020-02-06,中国,CN,Fujian Province,Longyan,4,6,0,0,60,4
2020-02-06,中国,CN,Fujian Province,Ningde,16,14,0,0,60,16
2020-02-06,中国,CN,Jiangxi,,661,0,45,0,60,616
2020-02-06,中国,CN,Jiangxi,Nanchang,162,0,14,0,60,148
2020-02-06,中国,CN,Jiangxi,Jingdezhen,4,0,1,0,60,3
2020-02-06,中国,CN,Jiangxi,Pingxiang,24,0,1,0,60,23
2020-02-06,中国,CN,Jiangxi,Jiujiang,95,0,4,0,60,91
2020-02-06,中国,CN,Jiangxi,Xinyu,87,0,5,0,60,82
2020-02-06,中国,CN,Jiangxi,Yingtan,10,0,0,0,60,10
2020-02-06,中国,CN,Jiangxi,Ganzhou,59,0,2,0,60,57
2020-02-06,中国,CN,Jiangxi,Ji'an,16,0,1,0,60,15
2020-02-06,中国,CN,Jiangxi,Yichun,62,0,5,0,60,57
2020-02-06,中国,CN,Jiangxi,Fuzhou,56,0,7,0,60,49
2020-02-06,中国,CN,Jiangxi,Shangrao,86,0,5,0,60,81
2020-02-06,中国,CN,Shandong Province,,379,96,31,0,60,348
2020-02-06,中国,CN,Shandong Province,Jinan,39,23,3,0,60,36
2020-02-06,中国,CN,Shandong Province,Qingdao,43,35,4,0,60,39
2020-02-06,中国,CN,Shandong Province,Zibo,15,0,0,0,60,15
2020-02-06,中国,CN,Shandong Province,Zaozhuang,19,1,0,0,60,19
2020-02-06,中国,CN,Shandong Province,Yantai,31,3,2,0,60,29
2020-02-06,中国,CN,Shandong Province,Weifang,27,1,0,0,60,27
2020-02-06,中国,CN,Shandong Province,Jining,35,5,4,0,60,31
2020-02-06,中国,CN,Shandong Province,Tai'an,20,4,1,0,60,19
2020-02-06,中国,CN,Shandong Province,Weihai,30,0,5,0,60,25
2020-02-06,中国,CN,Shandong Province,sunshine,14,0,2,0,60,12
2020-02-06,中国,CN,Shandong Province,Linyi,35,7,3,0,60,32
2020-02-06,中国,CN,Shandong Province,Texas,27,8,2,0,60,25
2020-02-06,中国,CN,Shandong Province,Liaocheng,20,9,0,0,60,20
2020-02-06,中国,CN,Shandong Province,Binzhou,11,0,3,0,60,8
2020-02-06,中国,CN,Shandong Province,Heze,13,0,2,0,60,11
2020-02-06,中国,CN,Henan Province,,914,66,68,3,60,843
2020-02-06,中国,CN,Henan Province,Zhengzhou,112,0,0,0,60,112
2020-02-06,中国,CN,Henan Province,Kaifeng,20,0,0,0,60,20
2020-02-06,中国,CN,Henan Province,Luoyang,24,0,0,0,60,24
2020-02-06,中国,CN,Henan Province,Pingdingshan,46,0,0,0,60,46
2020-02-06,中国,CN,Henan Province,Anyang,40,0,0,0,60,40
2020-02-06,中国,CN,Henan Province,Hebi,11,0,0,0,60,11
2020-02-06,中国,CN,Henan Province,Xinxiang,41,0,0,0,60,41
2020-02-06,中国,CN,Henan Province,Jiaozuo,18,0,0,0,60,18
2020-02-06,中国,CN,Henan Province,Puyang,5,0,0,0,60,5
2020-02-06,中国,CN,Henan Province,Xuchang,28,0,0,0,60,28
2020-02-06,中国,CN,Henan Province,Luohe,26,0,0,0,60,26
2020-02-06,中国,CN,Henan Province,Sanmenxia,7,0,0,0,60,7
2020-02-06,中国,CN,Henan Province,Nanyang,118,0,0,1,60,117
2020-02-06,中国,CN,Henan Province,Shangqiu,72,0,0,0,60,72
2020-02-06,中国,CN,Henan Province,Xinyang,176,0,0,0,60,176
2020-02-06,中国,CN,Henan Province,Zhoukou,60,0,0,0,60,60
2020-02-06,中国,CN,Henan Province,Zhumadian,106,0,0,0,60,106
2020-02-06,中国,CN,Henan Province,Jiyuan,4,0,0,0,60,4
2020-02-06,中国,CN,Hubei Province,,22112,0,817,618,60,20677
2020-02-06,中国,CN,Hubei Province,Wuhan,11618,0,0,478,60,11140
2020-02-06,中国,CN,Hubei Province,Yellowstone,635,0,0,2,60,633
2020-02-06,中国,CN,Hubei Province,Shiyan,395,0,0,0,60,395
2020-02-06,中国,CN,Hubei Province,Yichang,610,0,0,7,60,603
2020-02-06,中国,CN,Hubei Province,Xiangyang,838,0,0,3,60,835
2020-02-06,中国,CN,Hubei Province,Ezhou,471,0,0,18,60,453
2020-02-06,中国,CN,Hubei Province,Jingmen,553,0,0,17,60,536
2020-02-06,中国,CN,Hubei Province,Xiaogan,2141,0,0,25,60,2116
2020-02-06,中国,CN,Hubei Province,Jingzhou,885,0,0,10,60,875
2020-02-06,中国,CN,Hubei Province,Huanggang,1897,0,0,32,60,1865
2020-02-06,中国,CN,Hubei Province,Xianning,443,0,0,1,60,442
2020-02-06,中国,CN,Hubei Province,Suizhou,915,0,0,9,60,906
2020-02-06,中国,CN,Hubei Province,Xiantao,307,0,0,5,60,302
2020-02-06,中国,CN,Hubei Province,Qianjiang,74,0,0,1,60,73
2020-02-06,中国,CN,Hubei Province,Tianmen,163,0,0,10,60,153
2020-02-06,中国,CN,Hunan Province,,772,0,91,0,60,681
2020-02-06,中国,CN,Hunan Province,Changsha,190,0,10,0,60,180
2020-02-06,中国,CN,Hunan Province,Zhuzhou,46,0,7,0,60,39
2020-02-06,中国,CN,Hunan Province,Xiangtan,25,0,7,0,60,18
2020-02-06,中国,CN,Hunan Province,Hengyang,43,0,8,0,60,35
2020-02-06,中国,CN,Hunan Province,Shaoyang,83,0,9,0,60,74
2020-02-06,中国,CN,Hunan Province,Yueyang,107,0,4,0,60,103
2020-02-06,中国,CN,Hunan Province,Changde,64,0,14,0,60,50
2020-02-06,中国,CN,Hunan Province,Zhangjiajie,5,0,2,0,60,3
2020-02-06,中国,CN,Hunan Province,Yiyang,43,0,6,0,60,37
2020-02-06,中国,CN,Hunan Province,Chenzhou,29,0,4,0,60,25
2020-02-06,中国,CN,Hunan Province,Yongzhou,38,0,8,0,60,30
2020-02-06,中国,CN,Hunan Province,Huaihua,38,0,7,0,60,31
2020-02-06,中国,CN,Hunan Province,Loudi,53,0,4,0,60,49
2020-02-06,中国,CN,Guangdong Province,,1018,170,68,0,60,950
2020-02-06,中国,CN,Guangdong Province,Canton,284,0,0,0,60,284
2020-02-06,中国,CN,Guangdong Province,Shaoguan,6,0,0,0,60,6
2020-02-06,中国,CN,Guangdong Province,Shenzhen,334,0,0,0,60,334
2020-02-06,中国,CN,Guangdong Province,Zhuhai,73,0,0,0,60,73
2020-02-06,中国,CN,Guangdong Province,Shantou,22,0,0,0,60,22
2020-02-06,中国,CN,Guangdong Province,Foshan,57,0,0,0,60,57
2020-02-06,中国,CN,Guangdong Province,Jiangmen,11,0,0,0,60,11
2020-02-06,中国,CN,Guangdong Province,Zhanjiang,19,0,0,0,60,19
2020-02-06,中国,CN,Guangdong Province,Maoming,6,0,0,0,60,6
2020-02-06,中国,CN,Guangdong Province,Zhaoqing,14,0,0,0,60,14
2020-02-06,中国,CN,Guangdong Province,Huizhou,39,0,0,0,60,39
2020-02-06,中国,CN,Guangdong Province,Meizhou,12,0,0,0,60,12
2020-02-06,中国,CN,Guangdong Province,Shanwei,5,0,0,0,60,5
2020-02-06,中国,CN,Guangdong Province,Heyuan,2,0,0,0,60,2
2020-02-06,中国,CN,Guangdong Province,Yangjiang,13,0,0,0,60,13
2020-02-06,中国,CN,Guangdong Province,Qingyuan,10,0,0,0,60,10
2020-02-06,中国,CN,Guangdong Province,Dongguan,53,0,0,0,60,53
2020-02-06,中国,CN,Guangdong Province,Zhongshan,46,0,0,0,60,46
2020-02-06,中国,CN,Guangdong Province,Chaozhou,5,0,0,0,60,5
2020-02-06,中国,CN,Guangdong Province,Jieyang,7,0,0,0,60,7
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,,172,0,17,0,60,155
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Nanning,31,0,0,0,60,31
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,20,0,0,0,60,20
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Guilin,28,0,0,0,60,28
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,5,0,0,0,60,5
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,31,0,0,0,60,31
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Fangchenggang,15,0,0,0,60,15
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Qinzhou,7,0,0,0,60,7
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Guigang,7,0,0,0,60,7
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Yulin,8,0,0,0,60,8
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Baise,3,0,0,0,60,3
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Hezhou,4,0,0,0,60,4
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,11,0,0,0,60,11
2020-02-06,中国,CN,Guangxi Zhuang Autonomous Region,guest,2,0,0,0,60,2
2020-02-06,中国,CN,Hainan,,111,0,8,2,60,101
2020-02-06,中国,CN,Hainan,Seaport,19,0,0,0,60,19
2020-02-06,中国,CN,Hainan,Sanya,32,0,0,0,60,32
2020-02-06,中国,CN,Hainan,Danzhou,11,0,0,0,60,11
2020-02-06,中国,CN,Hainan,Qionghai,6,0,0,0,60,6
2020-02-06,中国,CN,Hainan,Wenchang,3,0,0,0,60,3
2020-02-06,中国,CN,Hainan,Wanning,11,0,0,0,60,11
2020-02-06,中国,CN,Hainan,East,3,0,0,0,60,3
2020-02-06,中国,CN,Chongqing,,411,0,24,2,60,385
2020-02-06,中国,CN,Sichuan Province,,344,0,37,1,60,306
2020-02-06,中国,CN,Sichuan Province,Chengdu,102,0,0,0,60,102
2020-02-06,中国,CN,Sichuan Province,Zigong,9,0,0,0,60,9
2020-02-06,中国,CN,Sichuan Province,Panzhihua,11,0,0,0,60,11
2020-02-06,中国,CN,Sichuan Province,Luzhou,13,0,0,0,60,13
2020-02-06,中国,CN,Sichuan Province,Deyang,12,0,0,0,60,12
2020-02-06,中国,CN,Sichuan Province,Mianyang,19,0,0,0,60,19
2020-02-06,中国,CN,Sichuan Province,Guangyuan,6,0,0,0,60,6
2020-02-06,中国,CN,Sichuan Province,Suining,5,0,0,0,60,5
2020-02-06,中国,CN,Sichuan Province,Neijiang,17,0,0,0,60,17
2020-02-06,中国,CN,Sichuan Province,Leshan,3,0,0,0,60,3
2020-02-06,中国,CN,Sichuan Province,Nanchong,30,0,0,0,60,30
2020-02-06,中国,CN,Sichuan Province,Yibin,9,0,0,0,60,9
2020-02-06,中国,CN,Sichuan Province,Guang'an,27,0,0,0,60,27
2020-02-06,中国,CN,Sichuan Province,Florida,23,0,0,0,60,23
2020-02-06,中国,CN,Sichuan Province,Ya'an,6,0,0,0,60,6
2020-02-06,中国,CN,Sichuan Province,Bazhong,20,0,0,0,60,20
2020-02-06,中国,CN,Sichuan Province,Ziyang,2,0,0,0,60,2
2020-02-06,中国,CN,Guizhou Province,,77,54,6,0,60,71
2020-02-06,中国,CN,Guizhou Province,Guiyang,18,0,1,0,60,17
2020-02-06,中国,CN,Guizhou Province,Liupanshui,9,0,0,0,60,9
2020-02-06,中国,CN,Guizhou Province,Zunyi,12,0,0,0,60,12
2020-02-06,中国,CN,Guizhou Province,Anshun,4,0,0,0,60,4
2020-02-06,中国,CN,Guizhou Province,Bijie,13,0,0,0,60,13
2020-02-06,中国,CN,Guizhou Province,Tongren,6,0,2,0,60,4
2020-02-06,中国,CN,Yunnan Province,,135,123,7,0,60,128
2020-02-06,中国,CN,Yunnan Province,Kunming,40,0,0,0,60,40
2020-02-06,中国,CN,Yunnan Province,Qujing,10,0,0,0,60,10
2020-02-06,中国,CN,Yunnan Province,Yuxi,13,0,0,0,60,13
2020-02-06,中国,CN,Yunnan Province,Baoshan,9,0,0,0,60,9
2020-02-06,中国,CN,Yunnan Province,Zhaotong,10,0,0,0,60,10
2020-02-06,中国,CN,Yunnan Province,Lijiang,7,0,0,0,60,7
2020-02-06,中国,CN,Yunnan Province,Pu'er,4,0,0,0,60,4
2020-02-06,中国,CN,Yunnan Province,Lincang,1,0,0,0,60,1
2020-02-06,中国,CN,Tibet Autonomous Region,,1,0,0,0,60,1
2020-02-06,中国,CN,Tibet Autonomous Region,Lhasa,1,0,0,0,60,1
2020-02-06,中国,CN,Shaanxi Province,,184,260,11,0,60,173
2020-02-06,中国,CN,Shaanxi Province,Xi'an,80,0,5,0,60,75
2020-02-06,中国,CN,Shaanxi Province,Tongchuan,8,0,1,0,60,7
2020-02-06,中国,CN,Shaanxi Province,Baoji,12,0,2,0,60,10
2020-02-06,中国,CN,Shaanxi Province,Xianyang,15,0,1,0,60,14
2020-02-06,中国,CN,Shaanxi Province,Weinan,9,0,0,0,60,9
2020-02-06,中国,CN,Shaanxi Province,Hancheng,1,0,0,0,60,1
2020-02-06,中国,CN,Shaanxi Province,Yan'an,7,0,0,0,60,7
2020-02-06,中国,CN,Shaanxi Province,Hanzhong,21,0,0,0,60,21
2020-02-06,中国,CN,Shaanxi Province,Yulin,2,0,0,0,60,2
2020-02-06,中国,CN,Shaanxi Province,Good health,21,0,1,0,60,20
2020-02-06,中国,CN,Shaanxi Province,Shangluo,7,0,1,0,60,6
2020-02-06,中国,CN,Gansu province,,67,21,9,0,60,58
2020-02-06,中国,CN,Gansu province,Lanzhou,27,6,0,0,60,27
2020-02-06,中国,CN,Gansu province,Jinchang,1,0,0,0,60,1
2020-02-06,中国,CN,Gansu province,silver,4,1,0,0,60,4
2020-02-06,中国,CN,Gansu province,Tianshui,9,8,0,0,60,9
2020-02-06,中国,CN,Gansu province,Zhangye,2,0,0,0,60,2
2020-02-06,中国,CN,Gansu province,Pingliang,1,5,0,0,60,1
2020-02-06,中国,CN,Gansu province,Qingyang,2,0,0,0,60,2
2020-02-06,中国,CN,Gansu province,Dingxi,4,0,0,0,60,4
2020-02-06,中国,CN,Gansu province,Longnan,4,0,0,0,60,4
2020-02-06,中国,CN,Qinghai Province,,18,0,3,0,60,15
2020-02-06,中国,CN,Qinghai Province,Xining,15,0,0,0,60,15
2020-02-06,中国,CN,Ningxia Hui Autonomous Region,,43,39,1,0,60,42
2020-02-06,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,27,0,1,0,60,26
2020-02-06,中国,CN,Ningxia Hui Autonomous Region,Shizuishan,1,0,0,0,60,1
2020-02-06,中国,CN,Ningxia Hui Autonomous Region,Wuzhong,9,0,0,0,60,9
2020-02-06,中国,CN,Ningxia Hui Autonomous Region,Guyuan,2,0,0,0,60,2
2020-02-06,中国,CN,Ningxia Hui Autonomous Region,Zhongwei,3,0,0,0,60,3
2020-02-06,中国,CN,Xinjiang Uygur Autonomous Region,,39,0,0,0,60,39
2020-02-06,中国,CN,Xinjiang Uygur Autonomous Region,Shihezi eighth division,1,0,0,0,60,1
2020-02-06,中国,CN,Xinjiang Uygur Autonomous Region,Urumqi,18,0,0,0,60,18
2020-02-06,中国,CN,Xinjiang Uygur Autonomous Region,Turpan,1,0,0,0,60,1
2020-02-06,中国,CN,Xinjiang Uygur Autonomous Region,Shihezi,1,0,0,0,60,1
2020-02-06,中国,CN,Xinjiang Uygur Autonomous Region,Wujiaqu,1,0,0,0,60,1
2020-02-06,中国,CN,Taiwan,,16,0,0,1,60,15
2020-02-06,中国,CN,Hongkong,,24,0,0,1,60,23
2020-02-06,中国,CN,Macao,,10,0,0,1,60,9
2020-02-06,德国,DE,,,12,0,0,0,60,12
2020-02-06,西班牙,ES,,,1,0,0,0,60,1
2020-02-06,芬兰,FI,,,1,0,0,0,60,1
2020-02-06,法国,FR,,,6,0,0,0,60,6
2020-02-06,英国,GB,,,2,0,0,0,60,2
2020-02-06,印度,IN,,,3,0,0,0,60,3
2020-02-06,意大利,IT,,,2,0,0,0,60,2
2020-02-06,日本,JP,,,45,0,1,0,60,44
2020-02-06,柬埔寨,KH,,,1,0,0,0,60,1
2020-02-06,韩国,KR,,,24,0,1,0,60,23
2020-02-06,斯里兰卡,LK,,,1,0,1,0,60,0
2020-02-06,马来西亚,MY,,,14,0,1,0,60,13
2020-02-06,尼泊尔,NP,,,1,0,0,0,60,1
2020-02-06,菲律宾,PH,,,3,0,0,1,60,2
2020-02-06,俄罗斯,RU,,,2,0,0,0,60,2
2020-02-06,瑞典,SE,,,1,0,0,0,60,1
2020-02-06,新加坡,SG,,,28,0,1,0,60,27
2020-02-06,泰国,TH,,,25,0,8,0,60,17
2020-02-06,美国,US,,,12,0,1,0,60,11
2020-02-06,越南,VN,,,10,0,3,0,60,7
2020-02-07,阿联酋,AE,,,5,0,0,0,61,5
2020-02-07,澳大利亚,AU,,,15,0,3,0,61,12
2020-02-07,比利时,BE,,,1,0,0,0,61,1
2020-02-07,加拿大,CA,,,5,0,1,0,61,4
2020-02-07,中国,CN,,,34594,27657,2052,723,61,31819
2020-02-07,中国,CN,Beijing,,315,0,34,2,61,279
2020-02-07,中国,CN,Tianjin,,81,0,2,1,61,78
2020-02-07,中国,CN,Hebei Province,,195,0,25,1,61,169
2020-02-07,中国,CN,Hebei Province,Shijiazhuang,24,0,3,0,61,21
2020-02-07,中国,CN,Hebei Province,Tangshan,19,0,0,0,61,19
2020-02-07,中国,CN,Hebei Province,Qinhuangdao,5,0,0,0,61,5
2020-02-07,中国,CN,Hebei Province,Handan,22,0,2,0,61,20
2020-02-07,中国,CN,Hebei Province,Xingtai,20,0,1,0,61,19
2020-02-07,中国,CN,Hebei Province,Baoding,18,0,4,0,61,14
2020-02-07,中国,CN,Hebei Province,Zhangjiakou,13,0,1,0,61,12
2020-02-07,中国,CN,Hebei Province,Chengde,6,0,0,0,61,6
2020-02-07,中国,CN,Hebei Province,Cangzhou,23,0,4,1,61,18
2020-02-07,中国,CN,Hebei Province,Langfang,15,0,4,0,61,11
2020-02-07,中国,CN,Hebei Province,Hengshui,7,0,0,0,61,7
2020-02-07,中国,CN,Shanxi Province,,104,0,15,0,61,89
2020-02-07,中国,CN,Shanxi Province,Taiyuan,11,0,1,0,61,10
2020-02-07,中国,CN,Shanxi Province,Datong,9,0,3,0,61,6
2020-02-07,中国,CN,Shanxi Province,Yangquan,4,0,0,0,61,4
2020-02-07,中国,CN,Shanxi Province,Changzhi,5,0,0,0,61,5
2020-02-07,中国,CN,Shanxi Province,Jincheng,8,0,0,0,61,8
2020-02-07,中国,CN,Shanxi Province,Shuozhou,4,0,1,0,61,3
2020-02-07,中国,CN,Shanxi Province,Jinzhong,27,0,5,0,61,22
2020-02-07,中国,CN,Shanxi Province,Yuncheng,17,0,1,0,61,16
2020-02-07,中国,CN,Shanxi Province,Xinzhou,3,0,0,0,61,3
2020-02-07,中国,CN,Shanxi Province,Linfen,2,0,1,0,61,1
2020-02-07,中国,CN,Shanxi Province,Luliang,6,0,3,0,61,3
2020-02-07,中国,CN,Inner Mongolia Autonomous Region,,52,0,5,0,61,47
2020-02-07,中国,CN,Inner Mongolia Autonomous Region,Hohhot,7,0,0,0,61,7
2020-02-07,中国,CN,Inner Mongolia Autonomous Region,Baotou,9,0,0,0,61,9
